epoch,step,train/cardinality_error_step,train/loss_bbox_step,train/loss_ce_step,train/loss_giou_step,train/loss_step
0,0,82.25,0.3078075349330902,2.80067777633667,0.900009036064148,6.13973331451416
0,1,62.0,0.34448111057281494,2.6836349964141846,0.950558602809906,6.30715799331665
0,2,45.75,0.403392493724823,2.59531831741333,1.0704574584960938,6.753195762634277
0,3,67.5,0.4712511897087097,2.395198106765747,1.2887529134750366,7.328960418701172
0,4,41.25,0.35600176453590393,2.341204881668091,1.1374760866165161,6.39616584777832
0,5,17.75,0.49963828921318054,2.2621195316314697,1.1920466423034668,7.144404411315918
0,6,22.0,0.31773748993873596,2.041034460067749,1.0555458068847656,5.740813255310059
0,7,14.0,0.35347509384155273,1.9503388404846191,0.9722487926483154,5.662211894989014
0,8,18.5,0.2996242940425873,1.8673269748687744,1.0730985403060913,5.511645317077637
0,9,40.25,0.3777446150779724,1.9073765277862549,1.0651990175247192,5.926497459411621
0,10,16.25,0.3450446128845215,1.8562729358673096,1.0125324726104736,5.606560707092285
0,11,26.5,0.47167861461639404,1.7353160381317139,1.1639634370803833,6.421635627746582
0,12,19.5,0.36523178219795227,1.716707706451416,1.1027158498764038,5.748298645019531
0,13,19.25,0.4280727803707123,1.7494151592254639,1.2746871709823608,6.439153671264648
0,14,29.25,0.3520298898220062,1.9128738641738892,1.0241628885269165,5.721348762512207
0,15,41.0,0.324242502450943,1.739611268043518,1.014596939086914,5.390017509460449
